Job Name,Company Name,JD,Skills,Date Posted,YOE,Location,Website,Job Function:,Industry:,Specialization:,Qualification:,Hiring Location:,Role:,Vacancies:
Product Analyst,Coverfox.com,"Job Profile:The product analyst responsibilities include working closely with different departments within the company, analyzing product data to make product recommendations, interviewing customers to receive customer feedback, and compiling product data. You should be able to study products on the market in order to create a better product.Demonstrate the ability to inform and drive the consumer experience across interactive B2C platformsExposure of working in Product across Web & Mobile platform;Stay up-to-date with and display knowledge of market trends and best practices;Develop user profiles, personas, core user scenarios, and journey maps;You will be performing various analysis (gap, competitive on technology and content);Rapidly test and iterate products to increase customer acquisition/engagement;Deliver products with the highest levels of performance, reliability, usability and customer delight;Lead data-driven strategy by collaborating with peers and stakeholders across global markets to gather user insights & product requirements;Drive the conception, design and execution of A/B tests to optimize conversion rate and improve the usability;Conduct gap analysis of product and take part in creating the USP;Design and develop a product or product family;Responsible for analysing and testing the app/game Live & on the go;Evaluate product code according to specifications and create logs to document testing phases and defects and report bugs;Collaborate with other team members and stakeholders;Collaborate with our Dev team to establish well-understood product requirements, and deliver accordingly.Candidate Profile:Graduate / Post Graduate in business, economics, mathematics or any related field.2 to 4 years of experience working with teams in rapid delivery environments, in data analytics and product ecosystem.Ability to wireframe and articulate design recommendations based on research outcomesHigh level of empathy; ability of to relate to users from various perspectives.Ability to provide unbiased voice-of-the-customer feedback based on their research findings;Demonstrated understanding of various research methods and evaluation techniques;Self-starter and used to owning delivery end-to-end;Proficiency in Python or R, deep SQL knowledge, advanced excel knowledgePassionate for translating data and trends into meaningful insights and stories;Able to spot trends and interesting anomalies;","dataanalytics,gapanalysis,mobile,sql,advancedexcel,productanalyst",Posted 6 days ago,2 - 4 yrs,Mumbai,https://www.coverfox.com/,IT Software : Software Products & Services,"Financial Services/Stockbroking,  Banking",Business/Systems Analysis,Any Graduate,,,
IT Audit Consultant,ITCAN Pte Ltd,"Essential Skills:Capability to communicate and coordinate with Key BIZ/IT stakeholders to ensure efficient test and audit procedures.Capability to manage complex data volumes using advanced Excel functions or equivalentsSolid experience of performing process audits, control audits and/or risk assessmentsEvaluating completeness of required evidence of control executions via global Governance, Risk and Compliance platform (GRC)Evaluating internal control operating effectiveness of key IT controls through testing (sampling be done using GLOBALFOUNDRIES method).Assisting with remediation activities for deficiencies identified in control design and operating effectiveness of key IT controls.Reporting the status of own audit progress to the supervising audit manager at GLOBALFOUNDRIES.Planning and scoping activities to validate priority in-scope business processes / sub processes and IT systems.Evaluating internal control design and operating effectiveness of key IT controls through process walkthroughs and testing.Technical Skills:University degree in IT, audit or a related field and min 2 years of relevant audit experience in a large audit firm or equivalent industry experienceDeep BIZ and/or IT process understandingGood communication and interpersonal skillsIndependent and proactive working styleFlexibility for working hours in alignment to all other global entities (not mandatory)Education and Experience:Diploma or Equivalent, 2  Yrs in IT Auditing.Location:Singapore","internalcontrol,auditmanager,audit,advancedexcel,reporting",Posted 6 days ago,2 - 5 yrs,Singapore,http://www.itcan.biz,Accounting/Tax/Company Secretary/Audit,"IT-Hardware/Networking,  Telecom",Chartered Accountant/CPA,Any Graduate,,,
Assistant Manager - Business Planning,BUSISOL SOURCING INDIA PVT. LTD,"Relevant Experience : 5 CTC Range : 8 Show CTC range in portal : Marks as Hot Vacancy : Posted by : Devi Email : devi@busisol.net Job description : :Assistant Manager  Business Planning & Analysis  Job Title:Manager  Business Planning & Analysis  Reporting to:Team Lead  BP&A;  Level:Manager  Location:Mumbai  Minimum Qualification: B.Com/ Specialization in Finance  Desired Qualification: Diploma or MBA in Finance  Age: 25-35 years  Required experience range: 5 - 10 years  Targeted industry: Any Purpose: Providing timely, reliable and relevant analytics Roles and Responsibilities:  Analysing, investigating and preparing presentations for senior management on key movements and trends in the financial statements compared to previous years and budget for 90  offices. Recommend action plan in line with the analysis  Perform analysis with transactional data from the company and industry to generate insights on profitability by Region, Office, Tradelanes, and Customers  Working with Financial controllers worldwide to prepare and review annual financial plans  Assessment of key performance indicators (KPIs) and provide recommendations for improvement areas  Champion continuous business process improvement initiatives in the planning process","excel,mis,financialplanning,reporting,finance,financialstatements",Posted 6 days ago,5 - 10 yrs,Mumbai,,Accounting/Tax/Company Secretary/Audit,"Recruitment/Placement Agencies,  Consulting Services",Cost Accounting/ ICWA,"MBA/ PGDM
                    
                    
                  

                    Any Graduate",,,
Tax-Exempt Organization Tax Associate,withumsmithbrown india llp,"Withums Not-for-Profit and Education, Labor Union and Multiemployer Plan industry groups provide support and guidance to many different organizations to succeed in a technology-driven world full of ever-changing rules and regulations. Withum believes that when you stand together for a common purpose, dreams for a better world become reality. Withums industry teams have the experience and the knowledge to tackle compliance, governance, operational and financial hurdles allowing the nonprofits to stay focused on the heart of the matter- their mission. Our teams service a variety of tax-exempt organizations, including community-based organizations, public charities, private foundations, trade associations and educational institutions, labor unions, voluntary employee benefit associations and pension plans.This Tax-Exempt Organization Tax Associate role will work exclusively with the industry groups listed above. Clients that we service are located primarily in the DC market, however, we have a number of clients up and down the East and West Coasts and across the US. Youll be working with a team of renowned experts and thought leaders in the industry who are passionate about what they do! The ideal candidate will possess excellent Excel and tax return preparation skills with the ability and desire to grow into the engagement senior position working in the not-for-profit and education services group.Withums brand reflects our people, our culture, and our strength. Withum has become synonymous with teamwork and client service excellence. The cornerstone of our success can truly be accredited to the dedicated professionals who work here every day, are easy to work with a sense of purpose and caring for their co-workers and whose mission is to help our clients grow and thrive - to be in a position of strength. But our commitment goes beyond our clients as we continue to live the Withum Way, promoting personal and professional growth for all team members, clients, and surrounding communities.How Youll Spend Your Time:Preparation of annual nonprofit information returns and unrelated business income tax returns for a large and diverse Not-For-Profit practice including public charities and private foundations, social welfare organizations, trade associations and social clubs, as well as, labor unions, voluntary employee benefit plans and pension plansPreparation of relevant state income tax returns and annual state charitable registration formsResearching and resolving tax-exempt organization tax issuesMay include preparation of Employee Benefit Plan (Form 5500), C Corp., S Corp., Partnership income, fiduciary tax returns and individual returns as time permitsThe Kinds of People We Want to Talk to Have Many of The Following:Associates degree in accountingWorking towards enrolled agent certification, CPA license, or CPA certification (preferred)Excellent analytical, technical tax,organizational, project management skills and a strong attention to detailAbility to manage multiple and, sometimes, competing projects in a rapidly growing, fast-paced, interactive, results-based team environment","taxreturns,tax,accounting,excel,incometax,profit",Posted 6 days ago,2 - 3 yrs,,https://www.withum.com/jobs/,Accounting/Tax/Company Secretary/Audit,"Financial Services/Stockbroking,  Banking",Taxation,Any Graduate,,,
BILLING EXECUTIVE,CONNECTING 2 WORK,"Roles and Responsibilities Assume the responsibility of receiving and sorting incoming payments with attention to credibility Manage the status of accounts and balances and identify inconsistencies Issue and post bills, receipts and invoices Check the validity of debit accounts Update accounts receivable database with new accounts or missed payments Answer questions and handle complaints from customers regarding bills Ensure the reporting head remain informed on their outstanding debts and deadlines Report on activity to upper management Provide solutions to any relative problems of clientsRequirementsProven experience as Billing ExecutiveAdherence to laws and best practices in regards to dealing with customers and dataComfortable dealing with numbers and the processing of financial informationA self-starter and the ability to work independently, as well as in a teamExcellent knowledge of MS Office (particularly Excel)Results-driven and patientHigh degree of attention to detail and trustworthiness","excel,accountsreceivable,issue,dealing,billingexecutive,accounts,reporting",Posted few days ago,0 - 3 yrs,Calicut/ Kozhikode,http://www.connecting2work.com,Accounting/Tax/Company Secretary/Audit,Consulting Services,Audit & Risk,Any Graduate,,,
account administrator.,Randstad MENA,"job detailssummaryhyderabad, telanganaa client of randstad indiapermanentreference numberJPC - 91562job detailsUAM user access mAnagement (basic user ID)- active directory, sailpoint, exceller, email and communication - Maintain all account requests submitted for the Randstad Professional Services Team- Member of a team responsible for providing all system access and termination requests forapproximately 4,000 employees ...- Take ownership of requests from submission through completion- Create domain accounts for all new hires- Create application(s) access as requested- Process all disable(s) and termination requests through completion- Create Distribution Lists and Generic Mailboxs- Process Weekly Auto-disable list- Modify, update and maintain all documentation on team site- Monitor Account Admin Email Inbox and process all requests on a daily basis- Work with multiple teams to assist in resolving issues that run across teamsPosition Accountabilities:- 70 PERCENT  Handling daily requests received through ticketing system (min. 30 per day)- 10 PERCENT  File copies of emails and User Access Request forms in the appropriate tools for future auditrequests- 10 PERCENT  Project work as requested, may involve additional work hours during the evenings or weekendsoccasionally- 5 PERCENT  Update Team Site with new process changes and maintain up to date data- 5 PERCENT  Troubleshoot specific account admin issuesCore Competencies:- Must be able to multitask in a high paced environment- Analytical, organizational and time management skills- Professional and effective, communication skills- Must able to work in a team environmentFunctional/Technical Competencies:- Knowledge of ticketing systems (Remedy or Change Gear preferred)- Business Applications: Excel, Word, Outlook, etc.show moreUAM user access mAnagement (basic user ID)- active directory, sailpoint, exceller, email and communication - Maintain all account requests submitted for the Randstad Professional Services Team- Member of a team responsible for providing all system access and termination requests forapproximately 4,000 employees- Take ownership of requests from submission through completion- Create domain accounts for all new hires- Create application(s) access as requested- Process all disable(s) and termination requests through completion- Create Distribution Lists and Generic Mailboxs- Process Weekly Auto-disable list- Modify, update and maintain all documentation on team site- Monitor Account Admin Email Inbox and process all requests on a daily basis- Work with multiple teams to assist in resolving issues that run across teamsPosition Accountabilities:- 70 PERCENT  Handling daily requests received through ticketing system (min. 30 per day)- 10 PERCENT  File copies of emails and User Access Request forms in the appropriate tools for future auditrequests- 10 PERCENT  Project work as requested, may involve additional work hours during the evenings or weekends ...occasionally- 5 PERCENT  Update Team Site with new process changes and maintain up to date data- 5 PERCENT  Troubleshoot specific account admin issuesCore Competencies:- Must be able to multitask in a high paced environment- Analytical, organizational and time management skills- Professional and effective, communication skills- Must able to work in a team environmentFunctional/Technical Competencies:- Knowledge of ticketing systems (Remedy or Change Gear preferred)- Business Applications: Excel, Word, Outlook, etc.show moreexperience8","activedirectory,sailpoint,exceller,emailcommunication,analyticalskills,audit,accounts",Posted few days ago,8 - 11 yrs,Hyderabad/Secunderabad,https://www.randstadmena.com/,Operations/Customer Service/Telecalling/Backend,"Recruitment/Placement Agencies,  Consulting Services",Any Process - International BPO Type,"ME/ M.Tech./ MS (Engg/ Sciences)
                    
                    
                  

                    Any Graduate",,,
Sr P & PM Analyst,Armaco Chemical Processes Systems Pvt Ltd,"Description: Aramco energizes the world economy.Aramco occupies a unique position in the global energy industry. We are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer.With our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance Aramcos value to society.Headquartered in the Kingdom of Saudi Arabia, and with offices around the world, we combine market discipline with a generations spanning view of the future, born of our nine decades experience as responsible stewards of the Kingdoms vast hydrocarbon resources. This responsibility has driven us to deliver significant societal and economic benefits to not just the Kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply.We are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization.ResponsibilitiesYou will be required to perform the following: Plan, execute and lead planning and performance management analytical activities under the guidance of the supervisor of his/her organization particularly in resolving complex, cross-functional, non-routine issues. Work with employees at all levels in the collection, analysis and consolidation of data required for business plan, accountability reports, quarterly business reviews and other ad-hoc reports needed by upper management. Provide analysis on competition and industries, identify market trends and best practices, consolidate information into actionable items for reports and presentations. Use online market research to capture findings and conduct qualitative studies as needed.Conduct special studies with an aim to enhance the development of performance initiatives, risk management, performance measurements, processes and workflow. Provide supervision, coordination and/or facilitation in the execution of regular and special tasks by other P&PM; personnel, as well as mentorship on P&PM; analytical practice.Job PurposeWe are seeking a Planning & Performance Management (P&PM;) Analyst to join the Finance & Performance Management Division of Drilling & Workover. The Finance & Performance Management Division is responsible for the review, analysis and consolidation of reports such as Business Plan, Accountability and Quarterly Business Reviews. These reports are being prepared by the Drilling & Workover departments and reviewed and consolidated by Finance & Performance Management Division to ensure its completeness and relevance in order to satisfy the requirements of senior management. Additionally, the role will conduct competitive/industry/market trend research in specific segments and provide relevant, actionable insights for decision-making around identified needs and opportunities. The Finance & Performance Management Division also handles other related-functions in the areas of Risk Management Reporting, Operational Excellence, iktva (In Kingdom Value Added) and ad-hoc projects.Education & Experience RequirementsThe successful candidate must hold a Bachelors Degree in Business (Accountancy or Finance) or a related discipline. An advanced business degree (e.g., MBA) is preferred. A professional certification such as a CMA, CFA or CPA is a plus.15 years of professional experience in relevant planning and performance management, accounting or finance in the Oil & Gas industries is required. The candidate must have the ability to effectively communicate across all levels of the organization since they can be highly visible and interact daily with executive management, project team leaders, managers and financial professionals. The ability to quickly gain a thorough understanding of existing business processes, the information and data required, along with leveraging technology to better enable process flows and analytics is crucial. Previous work experience must have been sufficiently broad with expertise in collaborating and coordinating reporting processes while fostering a culture of accountability and operational efficiency.The idea candidate works calm under pressure, has strong analytical and critical thinker, understands financial systems, proven Market Research Analysis experience (search engines, web analytics and business research tools acumen), adequate knowledge of data collection methods, comfortable working in a diverse environment and enjoys mentoring staff. You must have an excellent command of oral and written English, with demonstrated capability of producing top quality written reports and presentations to management. An excellent knowledge of the Microsoft Application (Word, Excel & PowerPoint) is a must.","reports,accounting,reporting,cfa,collection,excel,accountancy,cma,finance",Posted few days ago,15 - 18 yrs,Jeddah,http://www.armacocps.com/,Finance,"Manufacturing/Industrial,  Petrochemicals",Finance/Budgeting,"MBA/ PGDM
                    
                    
                  

                    Any Graduate",,,
Compliance Officer hardgoods export House,glan management consultancy pvt. ltd.,"Must have SA8000&ISO; 9001 Lead Auditor Positions: Compliance Officer - Garment ExportExperience: - 3-8 yearSalary: negotiableLocation: DelhiIndustry: Fashion/ Textile/ apparelMust have SA8000&ISO; 9001 Lead Auditor Certificate.JOB ACCOUNTABILITIES Planning of audits. Execute on-site factory social compliance and factory technical Evaluations. Preparations & Review of Audit reports. Communication of factory audit results with clients. Verifying the effectiveness of corrective actions taken and follow up with Factories. Reviewing and updating of factories law and rules state wise.JOB REQUIREMENTS University Graduate 2-3 years of factory social accountability and technical audit experience. Familiar with local labour laws, health & safety regulations and technical audits requirements. Frequent domestic travel is required. SA8000&ISO; 9001 Lead Auditor Certificate is a must.BASIC REQUIREMENTS High proficiency in oral & written English with strong communication skills. Excellent organizational skills and able to work independently. Computer skills in MS Outlook, MS Word and MS Excel.Mail updated resume with current salary, expected salary, notice period and current location-Email-Satish  8851018162Website:Google search: Glan management ConsultancyCertificate.JOB ACCOUNTABILITIES Planning of audits. Execute on-site factory social compliance and factory technical Evaluations. Preparations & Review of Audit reports. Communication of factory audit results with clients. Verifying the effectiveness of corrective actions taken and follow up with Factories. Reviewing and updating of factories law and rules state wise.JOB REQUIREMENTS University Graduate 2-3 years of factory social accountability and technical audit experience. Familiar with local labour laws, health & safety regulations and technical audits requirements. Frequent domestic travel is required. SA8000&ISO; 9001 Lead Auditor Certificate is a must.BASIC REQUIREMENTS High proficiency in oral & written English with strong communication skills. Excellent organizational skills and able to work independently. Computer skills in MS Outlook, MS Word and MS Excel.","reports,auditor,excel,audit,complianceofficer,managementconsultancy",Posted few days ago,3 - 8 yrs,"Delhi,  Delhi/NCR",http://www.glansolutions.com/,Accounting/Tax/Company Secretary/Audit,Consulting Services,Audit & Risk,"ME/ M.Tech./ MS (Engg/ Sciences)
                    
                    
                  

                    Any Graduate",,,
VIE - General Management Coordinator,Alstom Projects India Ltd.,"As a General Management Coordinator Intern you will be responsible for the following, but not limited to;Act as the point of contact between the site Leadership teamHandle requests and queries appropriatelyMaintain professional and personal agenda, arrange meetings and appointments and provide remindersProduce reports, presentations and briefsDevelop and carry out an efficient documentation and filing systemTravel management ; Creation and end to-end management of all travels in relation with the travel agency and management of VISA processes and expense claimsInvoice management; Suppliers creation, purchase Orders creation and follow-up with suppliers and accounting department with managing expensesSupporting logistics organization for Executive & HR seminarsMaintaining computer system by updating and entering data/Creating and distributing documentsSupport all Purchase Request, Purchase Orders including managing external vendor queriesExperience Prerequisites & Required Competencies:Working towards or recent grad within 12 months of HR, Marketing, or Business ManagementProficiency in MS Office with expertise in Word, PowerPoint and ExcelConfirmed experience in verbal and written business correspondenceComprehension of office management systems and proceduresKnowledge of Finance and/or HR is assetExcellent problem solving, critical thinking and communication skillsProactive and efficient responses to pressing issues and challengesExemplary planning and time management skillsAbility to multitask and prioritize daily workloadExcellent organization & planning capabilities","reports,accounting,businessmanagement,invoicemanagement,excel,filing,finance,expenses",Posted few days ago,0 - 3 yrs,,http://www.alstom.com/India/,Accounting/Tax/Company Secretary/Audit,"Projects/Infrastructure/Power/Energy,  Petroleum/Oil and Gas/Power",Audit & Risk,"ME/ M.Tech./ MS (Engg/ Sciences)
                    
                    
                  

                    Any Graduate",,,
"its easy , just make your earnings by online","MSNU Recruiters
     (More Jobs)","Searching of, offline oline jobs, home based jobs. Work from home, make money offline data entry job opportunities.
 Part time internet jobs. Unlimited earning opportunity. No special skill required. Do you really want to make an earning
 from the Internet. For all information send your name only on our whatsapp no
Whatsapp connection 
9889584134
9112861908
Telegram Username 
@techanisha
@jobdestinat","Excel,MsWord,MsOffice,computeroperator,dataentry","Work from Home 
		    	
Posted 6 days ago",2 - 5 yrs,(More Jobs),,Operations/Customer Service/Telecalling/Backend,"Consulting Services,  Internet/Dot com/ISP",Non-Voice Process - Domestic BPO Type,Any Graduate,,"Data Entry/ DTP/ Data Conversion - Operator, Data Entry/ DTP/ Data Conversion - Team Leader, Data Entry/ DTP/ Data Conversion - Manager",
MIS EXECUTIVE CUM CRM EXECUTIVE,Divya Placement Consultant,"MIS EXECUTIVE CUM CRM EXECUTIVEHiWe are Looking For MIS Cum Admin ExecutiveCandidate Have Good Commnucation SkillsMust Be have Min. 3-5 Year ExeperienceShoud Be Graduate With Good Excel knowledgeYounge Age CandidateHave knowledge of Excel / ERPJob Location NIT-5, FaridabadMale Candidate Required","communicationskills,excelknowledge,mis,crm,admin,erp",Posted few days ago,3 - 5 yrs,Faridabad,http://www.divyaplacement.com,Front Office Staff/Secretarial/Computer Operator,Consulting Services,Personal/Secretarial,B.Com. (Commerce),,,
"PURCHASE FIELD ,  CUM STORE AND DISPATCH",Divya Placement Consultant,"PURCHASE FIELD, CUM STORE AND DISPATCHHiWe are looking For Purchase Field Cum Store & Dispatch ExecutiveCandidate Should be Have Min. 4-6 Year of ExperienceMust be Graduate and own BikeHave Knowledge Of ExcelMust be Good Working Skills in Purchase, Store and Dispatch ActivtyJob Location is Sec-24, Faridabad","purchase,store,dispatch,excel,workingskills,dispatchexecutive",Posted few days ago,4 - 6 yrs,Faridabad,http://www.divyaplacement.com,Materials/Logistics/Supply Chain Mgmt/Procurement,Consulting Services,Customs,BE/ B.Tech (Engineering),,,
ACCOUNTS EXECUTIVE,Divya Placement Consultant,"ACCOUNTS EXECUTIVEHiWe Are Looking For Accounts ExecutiveJob Location Jhandewalan, DelhiGender Only MaleExperience 2 - 4 yearsIndustries This is an Indian enterprise specializing in manufacture of all kinds of calendared PVC films that are widely used in various industrial and commercial applicationslike banners, billboards, pneumatic toys, stationery, furniture films, industrial curtains, floor coverings, raincoats, handbags, plastic bags & other itemsSkills RequirmentHave Knowledge of Billing, Sales Purchase invantory etc.Must be Have Sound Knowledge Of Accounting, Taxation, GST, EtcShould be Good Knowledge of Tally, ExcelPresentable and Responsible PersonPreparing Data for GST Return. Maintain Books of Accounts.Graduate B.ComConversant with TallySalary - 25K per month","billing,salespurchase,accounting,taxation,tally,excel,accountsexecutive,gst",Posted few days ago,2 - 4 yrs,Delhi/NCR,http://www.divyaplacement.com,Accounting/Tax/Company Secretary/Audit,Consulting Services,ICWA,B.Com. (Commerce),,,
ACCOUNTS EXECUTIVE,Divya Placement Consultant,"ACCOUNTS EXECUTIVEHiWe Are Looking For Accounts ExecutiveJob Location Jhandewalan, DelhiGender Only MaleExperience 2 - 4 yearsIndustries This is an Indian enterprise specializing in manufacture of all kinds of calendared PVC films that are widely used in various industrial and commercial applicationslike banners, billboards, pneumatic toys, stationery, furniture films, industrial curtains, floor coverings, raincoats, handbags, plastic bags & other itemsSkills RequirmentHave Knowledge of Billing, Sales Purchase invantory etc.Must be Have Sound Knowledge Of Accounting, Taxation, GST, EtcShould be Good Knowledge of Tally, ExcelPresentable and Responsible PersonPreparing Data for GST Return. Maintain Books of Accounts.Graduate B.ComConversant with TallySalary - 25K per month","billing,salespurchase,accounting,taxation,tally,excel,accountsexecutive,gst",Posted few days ago,2 - 4 yrs,Delhi/NCR,http://www.divyaplacement.com,Accounting/Tax/Company Secretary/Audit,Consulting Services,ICWA,B.Com. (Commerce),,,
ACCOUNTANT,Divya Placement Consultant,"ACCOUNTANTHiWe Are Looking For AccountantJob Location Sec. 31 FaridabadGender Only MaleExperience 3 - 5 yearsIndustries This is an Indian enterprise specializing in manufacture of all kinds of calendared PVC films that are widely used in various industrial and commercial applicationslike banners, billboards, pneumatic toys, stationery, furniture films, industrial curtains, floor coverings, raincoats, handbags, plastic bags & other itemsSkills RequirmentHave Knowledge of Billing, Sales Purchase invantory etc.Must be Have Sound Knowledge Of Accounting, Taxation, GST, EtcShould be Good Knowledge of Tally, ExcelPresentable and Responsible PersonPreparing Data for GST Return. Maintain Books of Accounts.Graduate B.ComConversant with TallySalary - 25K per month","billing,salespurchase,accounting,taxation,tally,excel,accountant,gst,accounts",Posted few days ago,3 - 5 yrs,Faridabad,http://www.divyaplacement.com,Accounting/Tax/Company Secretary/Audit,Consulting Services,ICWA,B.Com. (Commerce),,,
ACCOUNTANT,Divya Placement Consultant,"ACCOUNTANTHiWe Are Looking For AccountantJob Location Sec. 31 FaridabadGender Only MaleExperience 3 - 5 yearsIndustries This is an Indian enterprise specializing in manufacture of all kinds of calendared PVC films that are widely used in various industrial and commercial applicationslike banners, billboards, pneumatic toys, stationery, furniture films, industrial curtains, floor coverings, raincoats, handbags, plastic bags & other itemsSkills RequirmentHave Knowledge of Billing, Sales Purchase invantory etc.Must be Have Sound Knowledge Of Accounting, Taxation, GST, EtcShould be Good Knowledge of Tally, ExcelPresentable and Responsible PersonPreparing Data for GST Return. Maintain Books of Accounts.Graduate B.ComConversant with TallySalary - 25K per month","billing,salespurchase,accounting,taxation,tally,excel,accountant,gst,accounts",Posted few days ago,3 - 5 yrs,Faridabad,http://www.divyaplacement.com,Accounting/Tax/Company Secretary/Audit,Consulting Services,ICWA,B.Com. (Commerce),,,
Quant Analyst - Futures First,Future First,"Quant Analyst (Position ##1002_Q&A;) Location Kolkata, IndiaSharePosition Summary Candidates will be part of Quant and Algo Team and will be primarily responsible for development of automated execution logics Ideal candidate should be very good with Analytical skills, problem solver and should be quick learner.Job Profile Work closely with Financial Market Analyst users to gather requirements, create applications, and to develop the technical solutions that suit the Analyst needs.Perform maintenance and enhancements to existing tools and global applications.Back test ideas and strategies of Market AnalystsWork with Market Analyst to create Strategies on the markets.Create tools that help market analyst to take quick decisions in the market.Development of Excel sheets to analyze historical data & live data of different exchanges.Requirements Education QualificationsEngineering (CS/IT/ECE), graduate in data scienceWork Experience0-1 YearSkill SetGood hands-on experience in PythonProficiency in ExcelKnowledge of data analysis is a mustStrong analytical skillsBe able to prioritize and manage users' expectationsBe able to work as part of a team, sharing responsibilities and knowledge across the teamDesignation: Quant AnalystExperience: 0-1 yearLocation: KolkataDate of Joining: ImmediateMode of Work  Work from OfficeCANDIDATES WHO HAVE TAKEN OUR RECRUITMENT PROCESS IN ANY BRANCH OF FUTURES FIRST INDIA WITHIN THE LAST 1 YEAR ARE NOT ELIGIBLE TO APPLY.","python,excel,dataanalysis,analyticalskills,quicklearner,engineering",Posted few days ago,0 - 1 yrs,Kolkata,http://www.futuresfirst.com,Engg. project Mgmt./site Engg./Civil Engg.,"Financial Services/Stockbroking,  Banking",Civil,"CS (Company Secretary)
                    
                    
                  

                    BE/ B.Tech (Engineering)",,,
Accountant,HyreFox Consultants,"Work experience as an AccountantExcellent knowledge of accounting regulations and procedures, including the Generally Accepted Accounting Principles (GAAP)Advanced MS Excel skills including Vlookups and pivot tablesExperience with general ledger functionsAdditional certification (CPA or CMA) is a plusOther Details Keywords: .Overview Location JaipurJob Title AccountantExperience 3.0 yrs - 5.0 yrsCTC INR 5.00 lacs - 8.00 lacs","accountant,accountingregulations,msexcel,generalledger,cpaorcma,gaap",Posted few days ago,3 - 5 yrs,Jaipur,http://www.hyrefox.com,Accounting/Tax/Company Secretary/Audit,Consulting Services,ICWA,"CA (Chartered Accountant)
                    
                    
                  

                    Any Graduate",,,
Operations B2B  ( Coordinating with tie up Banks )  - Immediate joiners preferred. Should be native of Kochi,18 steps consultants,"Operations B2B (Coordinating with tie up Banks) - Immediate joiners preferred. Should be native of Kochi Open Banking and Financial Services Full-TimePost Date:Nov 06, 2023Last Date:Nov 19, 2023Location:CochinExperience:1-3 years of experienceVacancy:1Gender Preference:ANYSalary:27k/monthDescriptionGreetings from 18 Steps Consultants!!Our client, one of the leading stock broking and financial services companies in India is looking for:Position: Operations B2B (Coordinating with tie up Banks) Posting: KochiImmediate joiners preferred. Should be native of KochiNo. of positions: 1Education: Graduation (Any discipline)   Computer proficiencyExperience: 1-3 years of experience, preferably in financial services industrySalary: CTC Up to 27k/month   other company benefits.Language: English (important)   additional skills in Excel (Moderate Knowledge, preparing of MIS reports)Job Type: Full TimeWork mode: OfficeInterview mode: face to face at Kochi office*****************18 Steps Consultants do not demand or accept money from Job Applicant(s).","operations,b2bcoordination,banking,financialservices,excel,interview",Posted few days ago,1 - 3 yrs,Cochin/ Kochi/ Ernakulam,http://www.18stepsconsultants.com,Operations/Customer Service/Telecalling/Backend,Consulting Services,Any Process - International BPO Type,BA (Arts),,,
